"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"1818",1818,2,"Environmental Planning",100,"biz_bldgserv_internal","flood_h2o_harvest",8.40366081956898,8.37315421555942,4.40452171250125,"Fixed Quote","director",0.92412,2012,"1d-3wk","2.5k-8k",NA,NA,"2012.391.6",0,"profit",0.0625565857060441,0.248,0.123162773918477,0.396969992478504,0.497995983919549,-2.09424843329479
"1819",1819,1,"Structural",100,"hosp_institut_health","hosp_health_carpark",5.55196752187181,5.52146091786225,4.60517018598809,"Hourly Rate","director",0.5625,2012,"1d-3wk","100-600",NA,NA,"2012.393.3",0,"profit",0.0615615053602572,0.224,0.0688037792178224,0.394853880387784,0.473286382647969,-2.67649660505986
"1820",1820,1,"Structural",100,"artist_landarch","hosp_health_carpark",7.05604491864808,7.80026548219089,4.60517018598809,"Fixed Quote","director",-0.296875,2012,"2.5m-9m","600-2.5k","C2278","CN1758","2012.395.3",1,"loss",0.0937822727610622,0.129,0.0777886666636005,0.454332269782079,0.359165699921359,-2.55375953111345
"1821",1821,7,"Structural",93.01,"lawyer_bodyC","waste_wat_manage",10.7244948823615,10.1996027163062,4.47676847118357,"Hourly Rate","director",0.508821076543325,2012,"1.5y-3y","8k-60k","C2101","CN1839","2012.396.3",0,"profit",0.0322575928859211,0.194,0.0421560799101034,0.318329816446424,0.440454310910905,-3.16637636033146
"1822",1822,2,"Structural",34.15,"architect","wharf_bridge",8.10141269279738,9.04782144247841,4.18737942818929,"Fixed Quote","seniortech",-0.313304721030043,2012,"2.5m-9m","2.5k-8k","C2211","CN1430","2012.398.3",1,"loss",2.80305579475735e-07,0.326,0.320677719748826,0.00654451168542372,0.570964096944808,-1.1373186485074
"1823",1823,5,"Environmental Planning",89.69,"town planner","waste_wat_manage",9.3806089183609,9.66667855285783,4.45504472741045,"Fixed Quote","director",0.868399675060926,2012,"2.5m-9m","8k-60k","C2186","CN1052","2012.400.6",0,"profit",0.29943901287219,0.518,0.494292697824738,0.669015419421416,0.719722168617863,-0.70462743153833
"1824",1824,2,"Structural",57.82,"architect","art_facade_awn_memb",9.42732654292836,9.99913858333506,4.0573347365882,"Fixed Quote","director",0.197813121272366,2012,"9m-1.5y","8k-60k","C2250","CN1618","2012.402.3",0,"profit",0.113600263624168,0.096,0.181039338804055,0.484313356638405,0.309838667696593,-1.70904092987268
"1825",1825,4,"Structural",48.18,"architect","edu_exten_community",9.68745402742508,10.7663823599921,3.9475831808267,"Fixed Quote","midtech",0.345840551906564,2012,"9m-1.5y","8k-60k","C2053","CN1374","2012.403.3",0,"profit",0.347234520495824,0.253,0.263231719236048,0.7028688525327,0.502991053598372,-1.33472057297741
"1826",1826,1,"Structural",100,"artist_landarch","residential",7.12058343978565,8.41396151927333,4.60517018598809,"Hourly Rate","director",0.5,2012,"1d-3wk","600-2.5k","C2425",NA,"2012.404.3",0,"profit",0.0339660846358249,0.009,0.0405937852524032,0.323853426042139,0.0948683298050514,-3.20414029669216
"1827",1827,2,"Structural",100,"architect","edu_exten_community",9.5260259182194,9.49551931420985,4.56881735652229,"Fixed Quote","seniorpro",-0.0694094598376714,2012,"2.5m-9m","8k-60k",NA,NA,"2012.408.3",1,"loss",0.0693528094167895,0.078,0.104042720041797,0.41085447301257,0.279284800875379,-2.26295369455085
"1828",1828,5,"Structural",32.09,"biz_bldgserv_internal","residential",10.1660974492314,9.14935074605385,4.21803603456465,"Fixed Quote","seniortech",-0.0736320235034888,2012,"1.5y-3y","8k-60k","C2103",NA,"2012.411.3",1,"loss",0.514348141279757,0.475,0.557866381049412,0.801221125367545,0.689202437604511,-0.58363580576099
"1829",1829,3,"Structural",61.64,"uni_school","residential",8.11691687933334,8.23462070941196,4.09883446749495,"Hourly Rate","director",0.302605210420842,2012,"2.5m-9m","2.5k-8k","C2806","CN1455","2012.413.3",0,"profit",0.0902878915370856,0.18,0.0789603188616819,0.448617802540708,0.424264068711929,-2.53880984559655
"1830",1830,1,"Structural",100,"builder","residential",8.59648995959523,8.56598335558567,4.60517018598809,"Fixed Quote","director",0.526162790697674,2012,"2.5m-9m","2.5k-8k",NA,"CN1627","2012.414.3",0,"profit",0.102587553279445,0.031,0.0551206426658312,0.468128293655078,0.17606816861659,-2.89823099295009
"1831",1831,1,"Structural",100,"uni_school","hosp_health_carpark",7.56687054241407,8.23462070941196,4.60517018598809,"Hourly Rate","director",0.674107142857143,2012,"2.5m-9m","600-2.5k","C2806","CN1455","2012.419.3",0,"profit",0.0634492595254813,0.095,0.0542351070041089,0.398849317007183,0.308220700148449,-2.91442684952041
"1832",1832,3,"Structural",100.01,"sign_manufac","art_facade_awn_memb",8.39104598538042,8.36053938137086,4.54912879510447,"Fixed Quote","midpro",0.891592920353982,2012,"2.5m-9m","2.5k-8k",NA,NA,"2012.423.3",0,"profit",0.0703921953336317,0.17,0.0858663379071665,0.412896786902924,0.412310562561766,-2.45496340214827
"1833",1833,2,"Structural",100,"road_rail_gov_util","residential",9.49160569433293,9.46109909032337,4.58251549542329,"Fixed Quote","seniorpro",0.225974244046154,2012,"2.5m-9m","8k-60k",NA,NA,"2012.424.3",0,"profit",0.0625907459349091,0.09,0.0864856799641699,0.397042237034114,0.3,-2.44777642829631
"1834",1834,4,"Structural",43.2,"architect","residential",9.23079664013224,8.96565903885552,4.03953632572711,"Fixed Quote","seniortech",-0.0050251256281407,2012,"9m-1.5y","8k-60k","C2973",NA,"2012.425.3",1,"loss",0.374138680178876,0.223,0.235277481909654,0.720572256070687,0.472228758124704,-1.44698968731979
"1835",1835,2,"Structural",100,"engineer","sign_product",6.98705204716113,7.54299258695713,4.53109298259178,"Fixed Quote","midpro",0.842105263157895,2012,"1d-3wk","600-2.5k","C2527","CN1321","2012.428.3",0,"profit",0.0240382543847424,0.377,0.0847253945486038,0.288603089289831,0.61400325732035,-2.46833990468542
"1836",1836,2,"Structural",100,"uni_school","industrial",6.24511470243175,8.16799026231621,4.49980967033027,"Fixed Quote","midpro",0.136363636363636,2012,"1d-3wk","100-600","C2726","CN1326","2012.430.3",0,"profit",0.0386961421801469,0.164,0.0342605378654396,0.338238123868871,0.404969134626332,-3.37376108669277
"1837",1837,2,"Structural",50.77,"architect","edu_exten_community",8.38282515223556,10.6552538157508,3.9273056289593,"Hourly Rate","director",0,2012,"3wk-2.5m","2.5k-8k","C2236","CN1876","2012.431.3",1,"loss",0.0720153080373476,0.194,0.103821994366157,0.416046245855248,0.440454310910905,-2.26507743892208
"1838",1838,4,"Structural",73.59,"artist_landarch","art_facade_awn_memb",8.95980944625263,9.17984508136626,3.72593436206495,"Fixed Quote","director",0.202229299363057,2012,"2.5m-9m","2.5k-8k","C2790","CN1789","2012.432.3",0,"profit",0.140693983598467,0.173,0.132826407157928,0.520105973961696,0.415932686861708,-2.01871221262688
"1839",1839,3,"Civil",100,"road_rail_gov_util","civBldg_subdiv_sewer",7.76243732595805,7.86838054916533,4.18235543954481,"Hourly Rate","seniorpro",0.027027027027027,2012,"1d-3wk","600-2.5k","C2359",NA,"2012.434.2",0,"profit",0.0639538080622916,0.329,0.114696920840739,0.399903743635079,0.573585215987999,-2.16546210053637
"1840",1840,2,"Structural",100,"architect","residential",9.79113366863264,9.76062706462309,4.21049663895813,"Fixed Quote","midpro",1.07675768265585,2012,"1.5y-3y","8k-60k",NA,"CN1760","2012.436.3",0,"profit",0.204636838042211,0.152,0.120719845162986,0.589288463352544,0.389871773792359,-2.11428274713614
"1841",1841,3,"Environmental Planning",100,"enviro_water","hotel_office_dining",9.13548646032791,9.10497985631836,4.49980967033027,"Fixed Quote","seniorpro",-0.0379476215927312,2012,"3wk-2.5m","8k-60k",NA,NA,"2012.437.6",1,"loss",0.0510580163585033,0.182,0.132077658544608,0.370983544285782,0.426614580154031,-2.02436520708185
"1842",1842,1,"Structural",100,"engineer","industrial",6.40211845124142,6.37161184723186,4.60517018598809,"Hourly Rate","director",0.4625,2012,"1d-3wk","600-2.5k",NA,NA,"2012.438.3",0,"profit",0.0187901546753668,0.061,0.040138128542679,0.265854154673919,0.246981780704569,-3.21542855995249
"1843",1843,1,"Structural",100,"builder","residential",8.45558450651799,9.94824196495605,4.60517018598809,"Hourly Rate","director",0.5,2012,"2.5m-9m","2.5k-8k","C2781","CN1596","2012.444.3",0,"profit",0.0715010254628399,0.029,0.0701220808261969,0.415053509262015,0.170293863659264,-2.65751754415268
"1844",1844,1,"Structural",100,"architect","residential",8.19102485148706,8.81424275163382,4.60517018598809,"Fixed Quote","director",-0.558080808080808,2012,"9m-1.5y","2.5k-8k","C2474","CN1673","2012.445.3",1,"loss",0.199088159239524,0.304,0.16606426637338,0.58391344736672,0.551361950083609,-1.79538041872
"1845",1845,1,"Civil",100,"builder","civBldg_subdiv_sewer",6.47622642339514,10.1390923391488,4.60517018598809,"Hourly Rate","director",0.125,2012,"1d-3wk","600-2.5k","C2918","CN1426","2012.446.2",0,"profit",0.0321068673251578,0.04,0.0348047204140101,0.317833237079156,0.2,-3.35800225731978
"1846",1846,4,"Civil",57.47,"architect","waste_wat_manage",9.13035097228591,10.7663823599921,4.01041932728434,"Fixed Quote","seniorpro",0.82429718875502,2013,"9m-1.5y","8k-60k","C2053","CN1828","2012.447.2",0,"profit",0.331539952865671,0.288,0.18422240922462,0.692115577096896,0.53665631459995,-1.69161150553221
"1847",1847,10,"Structural",53.85,"architect","edu_exten_community",11.4812374653867,10.7663823599921,3.614155907918,"Fixed Quote","seniorpro",0.125611512980228,2012,"1.5y-3y","60k-1.8m","C2053","CN1828","2012.447.3",0,"profit",0.245107961632082,0.221,0.397300443741223,0.6258243727699,0.470106370941726,-0.923062499270129
"1848",1848,3,"Structural",19.73,"builder","edu_exten_community",9.80046276392117,10.4423570452036,4.38539595214349,"Fixed Quote","seniortech",0.0644768856447689,2012,"2.5m-9m","8k-60k","C2297","CN1902","2012.448.3",0,"profit",0.267242803974531,0.377,0.225390924086191,0.644122801683986,0.61400325732035,-1.48991894399819
"1849",1849,2,"Structural",81.82,"builder","edu_exten_community",7.48348893347502,8.30647216010058,4.40452171250125,"Fixed Quote","director",1.10365853658537,2012,"3wk-2.5m","600-2.5k","C2904",NA,"2012.450.3",0,"profit",0.160636214151712,0.281,0.159968080352459,0.543602134554014,0.530094331227943,-1.83278098144777
"1850",1850,3,"Water",100,"engineer","waste_wat_manage",9.15583360165878,9.50669423552512,4.13003340463061,"Hourly Rate","gradpro",0.43515625,2012,"1.5y-3y","8k-60k","C2650","CN1538","2012.451.4",0,"profit",0.123462450501655,0.113,0.131228223114472,0.497941470545991,0.336154726279432,-2.03081731040434
"1851",1851,7,"Civil",75.65,"builder","civBldg_subdiv_sewer",10.1828054546085,10.1390923391488,4.02123609040146,"Fixed Quote","seniorpro",-0.0227454566236141,2012,"9m-1.5y","8k-60k","C2918","CN1560","2012.452.2",1,"loss",0.279356749536466,0.406,0.224855076353435,0.653711898166968,0.63718129288296,-1.49229918939837
"1852",1852,3,"Structural",100,"architect","residential",9.32518812441949,9.39481211546102,4.32730642247365,"Hourly Rate","midpro",0.623880597014925,2012,"1.5y-3y","8k-60k","C2971","CN1031","2012.453.300",0,"profit",0.13731132031541,0.03,0.143526141996993,0.515903864463297,0.173205080756888,-1.94123808617909
"1853",1853,3,"Structural",100,"architect","residential",9.82417929053848,9.39481211546102,4.32730642247365,"Hourly Rate","midpro",0.232462173314993,2012,"1.5y-3y","8k-60k","C2971","CN1031","2012.453.301",0,"profit",0.134040731555092,0.021,0.201979067456713,0.511774838377322,0.144913767461894,-1.59959121340244
"1854",1854,3,"Structural",100,"architect","residential",9.32472845996644,9.39481211546102,4.32730642247365,"Hourly Rate","midpro",0.999080882352941,2012,"1.5y-3y","8k-60k","C2971","CN1031","2012.453.302",0,"profit",0.141513238280682,0.016,0.163353199511673,0.521113538645657,0.126491106406735,-1.81184055427856
"1855",1855,3,"Structural",100,"architect","residential",8.24659470264188,9.39481211546102,4.32730642247365,"Hourly Rate","midpro",0.85,2012,"1.5y-3y","2.5k-8k","C2971","CN1031","2012.453.303",0,"profit",0.278155977654701,0.093,0.238111391727014,0.652773926397104,0.304959013639538,-1.43501668233725
"1856",1856,3,"Structural",100,"builder","edu_exten_community",8.49903462344452,7.90792749483699,4.32730642247365,"Hourly Rate","midpro",0.707038194643574,2012,"1.5y-3y","2.5k-8k","C2550","CN1129","2012.453.304",0,"profit",0.174804907430454,0.194,0.103954207274927,0.559136538609757,0.440454310910905,-2.2638047914719
"1857",1857,3,"Structural",100,"builder","heritage_expert",6.54521929488209,7.90792749483699,4.32730642247365,"Hourly Rate","midpro",0.875,2012,"1.5y-3y","600-2.5k","C2550","CN1129","2012.453.305",0,"profit",0.201125500004074,0.262,0.269043727959363,0.585898490266136,0.511859355682789,-1.31288135512158
"1858",1858,2,"Water",100,"builder","waste_wat_manage",10.2999135386896,9.98899851279667,4.4194428360593,"Hourly Rate","director",0.556086060520376,2012,"3wk-2.5m","8k-60k","C2511",NA,"2012.454.4",0,"profit",0.0429800937114082,0.206,0.139537414255225,0.350285735947744,0.453872228716409,-1.96942251113417
"1859",1859,1,"Structural",100,"sign_manufac","residential",9.80274586993573,8.8659708335946,4.60517018598809,"Fixed Quote","director",0.858050847457627,2012,"2.5m-9m","8k-60k","C2722","CN1509","2012.455.3",0,"profit",0.0357484939535447,0.106,0.0584606028554185,0.329421987724054,0.325576411921994,-2.83940220708025
"1860",1860,3,"Water",100,"road_rail_gov_util","waste_wat_manage",9.91481133712891,10.6722826439353,4.23627805811077,"Fixed Quote","gradpro",0.767567567567568,2012,"9m-1.5y","8k-60k","C2967",NA,"2012.457.6",0,"profit",0.40874146801165,0.264,0.262927670785917,0.742134976408749,0.513809303146605,-1.33587630065134
"1861",1861,13,"Water",73.19,"road_rail_gov_util","waste_wat_manage",13.3310998453046,10.6722826439353,3.45093947355697,"Fixed Quote","gradpro",0.225831598166022,2012,"1.5y-3y","60k-1.8m","C2967",NA,"2012.458.4",0,"profit",0.663890653791859,0.53,0.438601485105879,0.872366242516626,0.728010988928052,-0.824164056989766
"1862",1862,1,"Structural",100,"architect","residential",7.74790171340412,7.73193072194849,4.60517018598809,"Hourly Rate","director",0.676470588235294,2013,"3wk-2.5m","600-2.5k",NA,NA,"2013.003.3",0,"profit",0.126390370272484,0.102,0.0997789874066301,0.501846995841594,0.319374388453426,-2.30479766486061
"1863",1863,4,"Civil",70.06,"architect","civBldg_subdiv_sewer",8.24548211042009,10.949842397964,3.79301421884594,"Fixed Quote","seniorpro",-0.277112614288496,2013,"2.5m-9m","2.5k-8k","C2680","CN1277","2013.006.2",1,"loss",0.427733955245562,0.383,0.255186720044531,0.753456023552113,0.618869937870632,-1.36575976630856
"1864",1864,9,"Structural",50.38,"architect","edu_exten_community",10.5664308874311,10.949842397964,3.82972776270132,"Fixed Quote","seniorpro",0.0143407250033196,2013,"1.5y-3y","8k-60k","C2680","CN1277","2013.006.3",0,"profit",0.318584913436428,0.245,0.37350840665894,0.682980653827169,0.494974746830583,-0.984814766874235
"1865",1865,5,"Environmental Planning",99.08,"road_rail_gov_util","civBldg_subdiv_sewer",11.9405258595019,10.6722826439353,4.47483368426009,"Fixed Quote","seniorpro",0.592413810348635,2013,"9m-1.5y","60k-1.8m","C2967","CN1803","2013.010.6",0,"profit",0.16990982935208,0.344,0.214842269770635,0.553867864319158,0.586515131944607,-1.53785114906569
"1866",1866,3,"Civil",100,"road_rail_gov_util","parks and open spaces",10.6817119229503,9.07229824986199,4.16557936315055,"Fixed Quote","seniorpro",0.375324883683619,2013,"9m-1.5y","8k-60k","C2451","CN1824","2013.016.2",0,"profit",0.0724573049214615,0.198,0.153679184192726,0.416895677333798,0.44497190922574,-1.87288806901637
"1867",1867,3,"Civil",100,"architect","sign_product",8.30876984965601,10.7663823599921,4.37033353608284,"Fixed Quote","seniorpro",0.524809160305344,2013,"2.5m-9m","2.5k-8k","C2053","CN1485","2013.021.2",0,"profit",0.149927074521767,0.157,0.160755719123127,0.531243165206518,0.396232255123179,-1.82786933874844
"1868",1868,1,"Structural",100,"sign_manufac","edu_exten_community",6.18975709535757,6.17378610390194,4.60517018598809,"Hourly Rate","seniorpro",0.6,2013,"1d-3wk","100-600",NA,NA,"2013.022.3",0,"profit",0.0557468598655129,0.178,0.12516216475724,0.382008889958568,0.42190046219458,-2.07814506441189
"1869",1869,1,"Structural",100,"builder","residential",6.70058271912356,6.65286302935335,4.60517018598809,"Fixed Quote","seniorpro",0.6,2013,"1d-3wk","600-2.5k","C2778",NA,"2013.023.3",0,"profit",0.0470759378504521,0.028,0.0417618499618872,0.36107686264884,0.167332005306815,-3.17577203653534
"1870",1870,1,"Structural",100,"biz_bldgserv_internal","waste_wat_manage",5.85793315448346,7.43543801981455,4.60517018598809,"Fixed Quote","seniorpro",1.5,2014,"1d-3wk","100-600","C2883","CN1049","2013.024.3",0,"profit",0.197043598256372,0.059,0.0533807682731604,0.581907707932352,0.242899156029822,-2.93030474258103
"1871",1871,7,"Structural",38.12,"architect","edu_exten_community",9.29956182517141,10.7663823599921,4.04094378549499,"Fixed Quote","seniortech",0.153887399463807,2013,"9m-1.5y","8k-60k","C2053","CN1828","2013.025.3",0,"profit",0.484135201114457,0.606,0.500085938624005,0.785215541777352,0.778460018241143,-0.692975318081137
"1872",1872,7,"Structural",59.78,"architect","edu_exten_community",11.3784107191513,10.7663823599921,4.04532937273637,"Fixed Quote","director",0.605130955990391,2013,"1.5y-3y","60k-1.8m","C2053","CN1140","2013.026.3",0,"profit",0.169244291602462,0.157,0.216212281316484,0.553143750203248,0.396232255123179,-1.53149457004125
"1873",1873,1,"Structural",100,"artist_landarch","art_facade_awn_memb",8.768078189785,8.41396151927333,4.60517018598809,"Hourly Rate","director",0.55,2013,"2.5m-9m","2.5k-8k","C2425","CN1544","2013.028.3",0,"profit",0.0200991157050465,0.021,0.0653197232927948,0.271889425323327,0.144913767461894,-2.72846124706774
"1874",1874,4,"Structural",23.76,"sign_manufac","residential",8.5819543470413,8.56598335558567,4.33401741548752,"Fixed Quote","midtech",-0.268292682926829,2013,"9m-1.5y","2.5k-8k",NA,NA,"2013.029.3",1,"loss",0.428927972183424,0.238,0.12458615901095,0.754156461621305,0.487852436706019,-2.08275776217821
"1875",1875,9,"Environmental Planning",94.54,"hosp_institut_health","parks and open spaces",11.8026981404551,11.0400442594704,4.23526525327848,"Fixed Quote","seniorpro",-0.118785444158395,2013,"1.5y-3y","60k-1.8m","C2628","CN1900","2013.030.6",1,"loss",0.199069607531538,0.397,0.311380356061375,0.583895309793403,0.630079360080935,-1.16674010422658
